item-name	item-description	listing-id	seller-sku	price	quantity	open-date	image-url	item-is-marketplace	product-id-type	zshop-shipping-fee	item-note	item-condition	zshop-category1	zshop-browse-path	zshop-storefront-feature	asin1	asin2	asin3	will-ship-internationally	expedited-shipping	zshop-boldface	product-id	bid-for-featured-placement	add-delete	pending-quantity	merchant-shipping-group
Vionic with Orthaheel Technology Womens Kea Slip-On,Silver,US 7.5 M		0401S6L8B7U	14_170331_STP_39.99_B018VL1QBQ	94.95	1	2017-03-31 21:41:16 PDT		y	1			11				B018VL1QBQ						B018VL1QBQ			0	Migrated Template
