Category ID,Category Title,Products,Pages,Category ID
4y73n,Target / home / home appliances / vacuums & floor care / stick vacuums,26,1,http://www.target.com/c/stick-vacuums-floor-care-home-appliances/-/N-4y73n
4y61o,"Target / home / home décor / curtains, blinds & shades / curtain tiers",30,1,http://www.target.com/c/curtain-tiers-curtains-blinds-shades-home-decor/-/N-4y61o#?lnk=lnav_shop%20categories_3&intc=2679009%7Cnull
5xtu1,"Target / home / home décor / curtains, blinds & shades / curtains",478,8,http://www.target.com/c/curtains-blinds-shades-home-decor/-/N-5xtu1#?lnk=lnav_shop%20categories_5&intc=2679009%7Cnull
4y61p,"Target / home / home décor / curtains, blinds & shades / valances",71,2,http://www.target.com/c/valances-curtains-blinds-shades-home-decor/-/N-4y61p#?lnk=lnav_shop%20categories_2&intc=2679009%7Cnull
4yia1,Target / home / home décor / home accents / artificial flowers & plants / silk flowers / floral arrangements,401,7,http://www.target.com/c/floral-arrangements-silk-flowers-artificial-plants/-/N-4yia1#?lnk=lnav_%20%09%09%09%09%09%09shop%20categories%09%09%09%09%09_2&intc=2553552%7Cnull
5xttx,Target / home / home décor / home accents / bookends,38,1,http://www.target.com/c/bookends-home-accents-decor/-/N-5xttx#?lnk=lnav_shop%20categories_3&intc=2719008%7Cnull
5xttw,Target / home / home décor / home accents / bowls,48,1,http://www.target.com/c/bowls-home-accents-decor/-/N-5xttw#?lnk=lnav_shop%20categories_4&intc=2719008%7Cnull
5xttu,Target / home / home décor / home accents / platters & trays,241,5,http://www.target.com/c/platters-trays-home-accents-decor/-/N-5xttu#?lnk=lnav_shop%20categories_5&intc=2719008%7Cnull
5596h,Target / home / home décor / home fragrance / oil warmers,43,1,http://www.target.com/c/oil-warmers-home-fragrance-decor/-/N-5596h#?lnk=lnav_shop categories_2
557vx,Target / home / home décor / lamps & lighting / ceiling fans,85,2,http://www.target.com/c/ceiling-fans-lamps-lighting-home-decor/-/N-557vx#?lnk=lnav_shop%20categories_5&intc=2719005%7Cnull
4yq0c,Target / home / home décor / lamps & lighting / ceiling lights / flush ceiling lights,120,2,http://www.target.com/c/flush-ceiling-lights-lamps-lighting/-/N-4yq0c#?lnk=lnav_shop categories_2
4yq0d,Target / home / home décor / lamps & lighting / ceiling lights / semi-flush ceiling lights,35,1,http://www.target.com/c/semi-flush-ceiling-lights-lamps-lighting/-/N-4yq0d#?lnk=lnav_shop categories_4
5576j,Target / home / home décor / lamps & lighting / lamp bases,121,3,http://www.target.com/c/lamp-bases-lamps-lighting-home-decor/-/N-5576j#?lnk=lnav_shop%20categories_4&intc=2719005%7Cnull
55c2u,Target / home / home décor / lamps & lighting / mix & match lamps,149,3,http://www.target.com/c/mix-match-lamps-lighting-home-decor/-/N-55c2u#?lnk=lnav_shop%20categories_3&intc=2719005%7Cnull
4yp2z,Target / home / home décor / lamps & lighting / wall lighting / vanity lights,165,3,http://www.target.com/c/vanity-lights-wall-lighting-lamps/-/N-4yp2z
4yp2y,Target / home / home décor / lamps & lighting / wall lighting / wall sconces,321,6,http://www.target.com/c/wall-sconces-lighting-lamps/-/N-4yp2y
56dug,Target / home / home décor / rugs / accent rugs,2361,40,http://www.target.com/c/accent-rugs-home-decor/-/N-56dug#?lnk=lnav_shop%20categories_1&intc=2719007%7Cnull
4ydqt,"Target / home / home ideas, design & inspiration / cottage / cottage furniture",51,1,http://www.target.com/c/cottage-furniture-home-ideas-design-inspiration/-/N-4ydqt#?lnk=lnav_%20%09%09%09%09%09%09shop%20categories%09%09%09%09%09_1&intc=2650053%7Cnull
4y509,"Target / home / home ideas, design & inspiration / fall home style",340,6,http://www.target.com/c/fall-home-style-ideas-design-inspiration/-/N-4y509#?lnk=lnav_shop categories_2
4y4xl,"Target / home / home ideas, design & inspiration / fall home style / fall bedding",38,1,http://www.target.com/c/fall-bedding-home-style-ideas-design-inspiration/-/N-4y4xl#?lnk=lnav_shop categories_1
4y4zy,"Target / home / home ideas, design & inspiration / fall home style / fall dining & entertaining",132,3,http://www.target.com/c/fall-dining-entertaining-home-style-ideas-design-inspiration/-/N-4y4zy#?lnk=lnav_shop categories_3
4y4zx,"Target / home / home ideas, design & inspiration / fall home style / fall rugs",36,1,http://www.target.com/c/fall-rugs-home-style-ideas-design-inspiration/-/N-4y4zx#?lnk=lnav_shop categories_6
4y508,"Target / home / home ideas, design & inspiration / farmhouse",195,4,http://www.target.com/c/farmhouse-home-ideas-design-inspiration/-/N-4y508#?lnk=Other_ToSBS_032916_HEROCONTAINER%7CHEROCONTAINER%7CT:ShopByBrand%20Template3%7CC:CMS&intc=3261551%7Cnull
4yhwk,"Target / home / home ideas, design & inspiration / french country",78,2,http://www.target.com/c/french-country-home-ideas-design-inspiration/-/N-4yhwk#?lnk=lnav_shop categories_4
4yhwj,"Target / home / home ideas, design & inspiration / french country / french country decorative accents",25,1,http://www.target.com/c/french-country-decorative-accents-home-ideas-design-inspiration/-/N-4yhwj#?lnk=lnav_%20%09%09%09%09%09%09shop%20categories%09%09%09%09%09_5&intc=2653053%7Cnull
4yhwi,"Target / home / home ideas, design & inspiration / french country / french country furniture",21,1,http://www.target.com/c/french-country-furniture-home-ideas-design-inspiration/-/N-4yhwi#?lnk=lnav_%20%09%09%09%09%09%09shop%20categories%09%09%09%09%09_1&intc=2653053%7Cnull
4yqsh,"Target / home / home ideas, design & inspiration / global",103,2,http://www.target.com/c/global-home-ideas-design-inspiration/-/N-4yqsh#?lnk=Other_ToSBS_032916_HEROCONTAINER%7CHEROCONTAINER%7CT:ShopByBrand%20Template3%7CC:CMS&intc=3261551%7Cnull
4ydi4,"Target / home / home ideas, design & inspiration / global / global bedding",103,2,http://www.target.com/c/global-bedding-home-ideas-design-inspiration/-/N-4ydi4#?lnk=lnav_%20%09%09%09%09%09%09shop%20categories%09%09%09%09%09_6&intc=2638551%7Cnull
4ykly,"Target / home / home ideas, design & inspiration / global / global home decor",45,1,http://www.target.com/c/global-home-decor-ideas-design-inspiration/-/N-4ykly#?lnk=lnav_%20%09%09%09%09%09%09shop%20categories%09%09%09%09%09_2&intc=2638551%7Cnull
4yklx,"Target / home / home ideas, design & inspiration / global / global lighting",11,1,http://www.target.com/c/global-lighting-home-ideas-design-inspiration/-/N-4yklx#?lnk=lnav_%20%09%09%09%09%09%09shop%20categories%09%09%09%09%09_3&intc=2638551%7Cnull
4yklw,"Target / home / home ideas, design & inspiration / global / global rugs",17,1,http://www.target.com/c/global-rugs-home-ideas-design-inspiration/-/N-4yklw#?lnk=lnav_%20%09%09%09%09%09%09shop%20categories%09%09%09%09%09_4&intc=2638551%7Cnull
4yqsg,"Target / home / home ideas, design & inspiration / luxury",265,5,http://www.target.com/c/luxury-home-ideas-design-inspiration/-/N-4yqsg#?lnk=Other_ToSBS_032916_HEROCONTAINER%7CHEROCONTAINER%7CT:ShopByBrand%20Template3%7CC:CMS&intc=3261551%7Cnull
4yklu,"Target / home / home ideas, design & inspiration / luxury / luxury furniture",112,2,http://www.target.com/c/luxury-furniture-home-ideas-design-inspiration/-/N-4yklu#?lnk=lnav_%20%09%09%09%09%09%09shop%20categories%09%09%09%09%09_1&intc=2651051%7Cnull
4ydgm,"Target / home / home ideas, design & inspiration / midcentury modern",168,3,http://www.target.com/c/midcentury-modern-home-ideas-design-inspiration/-/N-4ydgm#?lnk=Other_ToSBS_032916_HEROCONTAINER%7CHEROCONTAINER%7CT:ShopByBrand%20Template3%7CC:CMS&intc=3261551%7Cnull
4ydgl,"Target / home / home ideas, design & inspiration / midcentury modern / midcentury modern furniture",155,3,http://www.target.com/c/midcentury-modern-furniture-home-ideas-design-inspiration/-/N-4ydgl#?lnk=lnav_%20%09%09%09%09%09%09shop%20categories%09%09%09%09%09_1&intc=2658051%7Cnull
4y71z,"Target / home / home ideas, design & inspiration / midcentury modern / midcentury modern mirrors",25,1,http://www.target.com/c/midcentury-modern-mirrors-home-ideas-design-inspiration/-/N-4y71z#?lnk=lnav_%20%09%09%09%09%09%09shop%20categories%09%09%09%09%09_3&intc=2658051%7Cnull
4ykm0,"Target / home / home ideas, design & inspiration / modern / modern decorative accents",26,1,http://www.target.com/c/modern-decorative-accents-home-ideas-design-inspiration/-/N-4ykm0#?lnk=lnav_%20%09%09%09%09%09%09shop%20categories%09%09%09%09%09_5&intc=2650551%7Cnull
4ykm4,"Target / home / home ideas, design & inspiration / modern / modern furniture",42,1,http://www.target.com/c/modern-furniture-home-ideas-design-inspiration/-/N-4ykm4#?lnk=lnav_%20%09%09%09%09%09%09shop%20categories%09%09%09%09%09_1&intc=2650551%7Cnull
4ykm1,"Target / home / home ideas, design & inspiration / modern / modern rugs",24,1,http://www.target.com/c/modern-rugs-home-ideas-design-inspiration/-/N-4ykm1#?lnk=lnav_%20%09%09%09%09%09%09shop%20categories%09%09%09%09%09_4&intc=2650551%7Cnull
4yhwn,"Target / home / home ideas, design & inspiration / nautical / nautical home decor",173,3,http://www.target.com/c/nautical-home-decor-ideas-design-inspiration/-/N-4yhwn#?lnk=lnav_%20%09%09%09%09%09%09shop%20categories%09%09%09%09%09_2&intc=2652055%7Cnull
4ykll,"Target / home / home ideas, design & inspiration / romantic / romantic decorative accents",16,1,http://www.target.com/c/romantic-decorative-accents-home-ideas-design-inspiration/-/N-4ykll#?lnk=lnav_%20%09%09%09%09%09%09shop%20categories%09%09%09%09%09_5&intc=2651554%7Cnull
4yklo,"Target / home / home ideas, design & inspiration / romantic / romantic home decor",35,1,http://www.target.com/c/romantic-home-decor-ideas-design-inspiration/-/N-4yklo#?lnk=lnav_%20%09%09%09%09%09%09shop%20categories%09%09%09%09%09_2&intc=2651554%7Cnull
4ykln,"Target / home / home ideas, design & inspiration / romantic / romantic lighting",11,1,http://www.target.com/c/romantic-lighting-home-ideas-design-inspiration/-/N-4ykln#?lnk=lnav_%20%09%09%09%09%09%09shop%20categories%09%09%09%09%09_3&intc=2651554%7Cnull
4ykmc,"Target / home / home ideas, design & inspiration / traditional / traditional decorative accents",51,1,http://www.target.com/c/traditional-decorative-accents-home-ideas-design-inspiration/-/N-4ykmc#?lnk=lnav_%20%09%09%09%09%09%09shop%20categories%09%09%09%09%09_5&intc=2649552%7Cnull
4ykma,"Target / home / home ideas, design & inspiration / traditional / traditional home decor",96,2,http://www.target.com/c/traditional-home-decor-ideas-design-inspiration/-/N-4ykma#?lnk=lnav_%20%09%09%09%09%09%09shop%20categories%09%09%09%09%09_2&intc=2649552%7Cnull
5xu2y,Target / home / home improvement / automotive,587,10,http://www.target.com/c/automotive-home-improvement/-/N-5xu2y
5xu2w,Target / home / home improvement / automotive / exterior car accessories,107,2,http://www.target.com/c/exterior-car-accessories-automotive-home-improvement/-/N-5xu2w#?lnk=lnav_shop categories_4
55agd,Target / home / home improvement / electrical,98,2,http://www.target.com/c/electrical-home-improvement/-/N-55agd
5xtt3,Target / home / home improvement / hardware / knobs,75,2,http://www.target.com/c/knobs-hardware-home-improvement/-/N-5xtt3#?lnk=lnav_shop categories_3
54u2l,Target / home / home improvement / smart home & connected living / energy & lighting / smart thermostats,4,1,http://www.target.com/c/smart-thermostats-energy-lighting-home-connected-living/-/N-54u2l#?lnk=lnav_%20energy%20lighting_4&intc=3054062%7Cnull
4xoy3,Target / home / home improvement / smart home & connected living / home security & monitoring / security cameras & systems,80,2,http://www.target.com/c/security-cameras-systems-home-monitoring-smart-connected-living/-/N-4xoy3#?lnk=lnav_security%20monitoring_4&intc=3054062%7Cnull
54u1q,Target / home / home improvement / smart home & connected living / smart kitchen appliances,6,1,http://www.target.com/c/smart-kitchen-appliances-home-connected-living-improvement/-/N-54u1q#?lnk=lnav_more%20connected%20living_2&intc=3054062%7Cnull
55age,Target / home / home improvement / tools & tool sets / accessories,106,2,http://www.target.com/c/accessories-tools-tool-sets-home-improvement/-/N-55age
5xtsg,Target / home / home improvement / tools & tool sets / hand tools,95,2,http://www.target.com/c/hand-tools-tool-sets-home-improvement/-/N-5xtsg
5xtsf,Target / home / home improvement / tools & tool sets / power tools,52,1,http://www.target.com/c/power-tools-tool-sets-home-improvement/-/N-5xtsf
5v9wv,Target / home / kids' home / boys' room / boys' room décor,857,15,http://www.target.com/c/boys-room-decor-kids-home/-/N-5v9wv#?lnk=lnav_shop categories_3
5xtyn,Target / home / kids' home / kids' bath / kids' bath accessories,110,2,http://www.target.com/c/kids-bath-accessories-home/-/N-5xtyn#?lnk=lnav_shop categories_1
5xtym,Target / home / kids' home / kids' bath / kids' bath rugs,30,1,http://www.target.com/c/kids-bath-rugs-home/-/N-5xtym#?lnk=lnav_shop categories_2
5xtyl,Target / home / kids' home / kids' bath / kids' bath towels,86,2,http://www.target.com/c/kids-bath-towels-home/-/N-5xtyl#?lnk=lnav_shop categories_3
55yvr,Target / home / kids' home / kids' bath / kids' bath toys,103,2,http://www.target.com/c/kids-bath-toys-home/-/N-55yvr#?lnk=lnav_shop categories_4
5xtyk,Target / home / kids' home / kids' bath / kids' beach towels,57,1,http://www.target.com/c/kids-beach-towels-bath-home/-/N-5xtyk#?lnk=lnav_shop categories_5
5xtyj,Target / home / kids' home / kids' bath / kids' hooded towels,32,1,http://www.target.com/c/kids-hooded-towels-bath-home/-/N-5xtyj#?lnk=lnav_shop categories_6
5xtyi,Target / home / kids' home / kids' bath / kids' shower curtains,73,2,http://www.target.com/c/kids-shower-curtains-bath-home/-/N-5xtyi#?lnk=lnav_shop categories_7
5xtye,Target / home / kids' home / kids' bedding / kids' comforters,215,4,http://www.target.com/c/kids-comforters-bedding-home/-/N-5xtye#?lnk=lnav_%20%09%09%09%09%09%09shop%20categories%09%09%09%09%09_4&intc=3253055%7Cnull
5xtyb,Target / home / kids' home / kids' bedding / nap mats,40,1,http://www.target.com/c/nap-mats-kids-bedding-home/-/N-5xtyb#?lnk=lnav_%20%09%09%09%09%09%09shop%20categories%09%09%09%09%09_7&intc=3253055%7Cnull
5xtx3,Target / home / kids' home / kids' décor / kids' clocks,63,2,http://www.target.com/c/kids-clocks-decor-home/-/N-5xtx3#?lnk=lnav_shop categories_1
5xtx2,Target / home / kids' home / kids' décor / kids' curtains & blinds,345,6,http://www.target.com/c/kids-curtains-blinds-decor-home/-/N-5xtx2#?lnk=lnav_shop categories_2
5xtx1,Target / home / kids' home / kids' décor / kids' frames,19,1,http://www.target.com/c/kids-frames-decor-home/-/N-5xtx1#?lnk=lnav_shop categories_3
5xtx0,Target / home / kids' home / kids' décor / kids' lamps & lighting,352,6,http://www.target.com/c/kids-lamps-lighting-decor-home/-/N-5xtx0#?lnk=lnav_shop categories_4
5xtwy,Target / home / kids' home / kids' décor / kids' rugs,1263,22,http://www.target.com/c/kids-rugs-decor-home/-/N-5xtwy#?lnk=lnav_shop categories_5
5xtww,Target / home / kids' home / kids' décor / kids' wall décor,1007,17,http://www.target.com/c/kids-wall-decor-home/-/N-5xtww#?lnk=lnav_shop categories_6
4ss7s,Target / home / kids' home / kids' dining,325,6,http://www.target.com/c/kids-dining-home/-/N-4ss7s
5xtxc,Target / home / kids' home / kids' furniture / kids' beds,194,4,http://www.target.com/c/kids-beds-furniture-home/-/N-5xtxc#?lnk=lnav_shop%20categories_1&intc=2665515%7Cnull
5xtxb,Target / home / kids' home / kids' furniture / kids' bookcases,72,2,http://www.target.com/c/kids-bookcases-furniture-home/-/N-5xtxb#?lnk=lnav_shop%20categories_2&intc=2665515%7Cnull
5xtxa,Target / home / kids' home / kids' furniture / kids' desks & vanities,49,1,http://www.target.com/c/kids-desks-vanities-furniture-home/-/N-5xtxa#?lnk=lnav_shop%20categories_4&intc=2665515%7Cnull
5xtx5,Target / home / kids' home / kids' furniture / kids' dressers,137,3,http://www.target.com/c/kids-dressers-furniture-home/-/N-5xtx5#?lnk=lnav_shop%20categories_3&intc=2665515%7Cnull
4ydwj,Target / home / kids' home / kids' furniture / kids' headboards,103,2,http://www.target.com/c/kids-headboards-furniture-home/-/N-4ydwj#?lnk=lnav_shop%20categories_8&intc=2665515%7Cnull
4ydwh,Target / home / kids' home / kids' furniture / kids' nightstands,49,1,http://www.target.com/c/kids-nightstands-furniture-home/-/N-4ydwh#?lnk=lnav_shop%20categories_10&intc=2665515%7Cnull
5xtwv,Target / home / kids' home / kids' furniture / kids' room seating,306,6,http://www.target.com/c/kids-room-seating-furniture-home/-/N-5xtwv#?lnk=lnav_shop%20categories_5&intc=2665515%7Cnull
5xtwq,Target / home / kids' home / kids' furniture / kids' storage,333,6,http://www.target.com/c/kids-storage-furniture-home/-/N-5xtwq#?lnk=lnav_shop%20categories_6&intc=2665515%7Cnull
4ydwi,Target / home / kids' home / kids' furniture / kids' table & chair sets,182,4,http://www.target.com/c/kids-table-chair-sets-furniture-home/-/N-4ydwi#?lnk=lnav_shop%20categories_9&intc=2665515%7Cnull
5xtsb,Target / home / kitchen / bakeware,905,16,http://www.target.com/c/bakeware-kitchen-home/-/N-5xtsb#?lnk=lnav_shop categories_1
5xts3,Target / home / kitchen / cookware / double boilers & steamers,32,1,http://www.target.com/c/double-boilers-steamers-cookware-kitchen/-/N-5xts3#?lnk=lnav_%20%09%09%09%09%09%09shop%20categories%09%09%09%09%09_3&intc=3159611%7Cnull
5xts2,Target / home / kitchen / cookware / dutch ovens,37,1,http://www.target.com/c/dutch-ovens-cookware-kitchen/-/N-5xts2#?lnk=lnav_%20%09%09%09%09%09%09shop%20categories%09%09%09%09%09_4&intc=3159611%7Cnull
5xtrs,Target / home / kitchen / kitchen appliances,1819,31,http://www.target.com/c/kitchen-appliances-home/-/N-5xtrs#?lnk=lnav_shop%20categories_2&intc=2771504%7Cnull
5xtrr,Target / home / kitchen / kitchen appliances / blenders & juicers,194,4,http://www.target.com/c/blenders-juicers-kitchen-appliances/-/N-5xtrr#?lnk=lnav_%20%09%09%09%09%09%09shop%20categories%09%09%09%09%09_1&intc=2628558%7Cnull
5xtrm,"Target / home / kitchen / kitchen appliances / coffee, tea & espresso / tea pots & kettles",108,2,http://www.target.com/c/tea-pots-kettles-coffee-espresso-kitchen-appliances/-/N-5xtrm#?lnk=lnav_shop categories_4
5xtrh,"Target / home / kitchen / kitchen appliances / pressure cookers, rice cookers & steamers",70,2,http://www.target.com/c/pressure-cookers-rice-steamers-kitchen-appliances/-/N-5xtrh#?lnk=lnav_%20%09%09%09%09%09%09shop%20categories%09%09%09%09%09_7&intc=2628558%7Cnull
5xtrg,Target / home / kitchen / kitchen appliances / roasters & slow cookers,108,2,http://www.target.com/c/roasters-slow-cookers-kitchen-appliances/-/N-5xtrg#?lnk=lnav_%20%09%09%09%09%09%09shop%20categories%09%09%09%09%09_9&intc=2628558%7Cnull
5xtrc,Target / home / kitchen / kitchen appliances / water filtration & ice machines,126,3,http://www.target.com/c/water-filtration-ice-machines-kitchen-appliances/-/N-5xtrc#?lnk=lnav_%20%09%09%09%09%09%09shop%20categories%09%09%09%09%09_13&intc=2628558%7Cnull
5xtra,Target / home / kitchen / kitchen cutlery / cutlery,217,4,http://www.target.com/c/cutlery-kitchen/-/N-5xtra#?lnk=lnav_shop categories_1
4slx6,Target / home / kitchen / kitchen sale,6360,106,http://www.target.com/c/kitchen-sale-home/-/N-4slx6#?lnk=lnav_shop%20categories_8&intc=2771504%7Cnull
4yj8r,Target / home / kitchen / kitchen storage & organization / drawers & cabinets,95,2,http://www.target.com/c/drawers-cabinets-kitchen-storage-organization/-/N-4yj8r#?lnk=lnav_%20%09%09%09%09%09%09kitchen%20organization%09%09%09%09%09_2&intc=2387567%7Cnull
5xtr0,Target / home / kitchen / kitchen storage & organization / lazy susans,10,1,http://www.target.com/c/lazy-susans-kitchen-storage-organization/-/N-5xtr0#?lnk=lnav_%20%09%09%09%09%09%09kitchen%20organization%09%09%09%09%09_6&intc=2387567%7Cnull
5xtqu,Target / home / kitchen / kitchen tools & gadgets / can & jar openers,26,1,http://www.target.com/c/can-jar-openers-kitchen-tools-gadgets/-/N-5xtqu#?lnk=lnav_%20%09%09%09%09%09%09shop%20categories%09%09%09%09%09_1&intc=2441551%7Cnull
4y5xj,Target / home / kitchen / oven mitts & potholders,49,1,http://www.target.com/c/oven-mitts-potholders-kitchen-home/-/N-4y5xj#?lnk=lnav_shop%20categories_7&intc=2771504%7Cnull
5xto7,"Target / home / storage & organization / baskets, bins & containers",751,13,http://www.target.com/c/baskets-bins-containers-storage-organization-home/-/N-5xto7#?lnk=lnav_shop%20categories_1&intc=2665518%7Cnull
5xtns,Target / home / storage & organization / see more storage & organization,118,2,http://www.target.com/c/see-more-storage-organization-home/-/N-5xtns#?lnk=lnav_shop%20categories_12&intc=2665518%7Cnull
5xtyy,Target / luggage / duffels & gym bags,120,2,http://www.target.com/c/duffels-gym-bags-luggage/-/N-5xtyy#?lnk=lnav_shop%20categories_3&intc=2767529%7Cnull
5ect1,Target / luggage / kids' travel bags,73,2,http://www.target.com/c/kids-travel-bags-luggage/-/N-5ect1#?lnk=lnav_shop%20categories_8&intc=2767529%7Cnull
5ect0,Target / luggage / luggage sets,183,4,http://www.target.com/c/luggage-sets/-/N-5ect0#?lnk=lnav_shop%20categories_9&intc=2767529%7Cnull
4soei,Target / party supplies / baby shower,149,3,http://www.target.com/c/baby-shower-party-supplies/-/N-4soei#?lnk=lnav_shop categories_2
4ykac,Target / party supplies / graduation,200,4,http://www.target.com/c/graduation-party-supplies/-/N-4ykac#?lnk=lnav_shop categories_6
5xt1x,Target / party supplies / hats & accessories,44,1,http://www.target.com/c/hats-accessories-party-supplies/-/N-5xt1x#?lnk=lnav_shop categories_7
5xtpl,Target / patio & garden / fire pits & patio heaters,394,7,http://www.target.com/c/fire-pits-patio-heaters-garden/-/N-5xtpl#?lnk=lnav_shop%20categories_3&intc=2803501%7Cnull
4ylcw,Target / patio & garden / grills & outdoor cooking / grills / charcoal grills,43,1,http://www.target.com/c/charcoal-grills-outdoor-cooking/-/N-4ylcw
4ylcx,Target / patio & garden / grills & outdoor cooking / grills / portable grills,43,1,http://www.target.com/c/portable-grills-outdoor-cooking/-/N-4ylcx
5xtpv,Target / patio & garden / lawn & garden / hoses & sprinklers,325,6,http://www.target.com/c/hoses-sprinklers-lawn-garden-patio/-/N-5xtpv#?lnk=lnav_%20%09%09%09%09%09%09lawn%09%09%09%09%09_2&intc=3210558%7Cnull
5xtpa,Target / patio & garden / outdoor decor,1143,20,http://www.target.com/c/outdoor-decor-patio-garden/-/N-5xtpa#?lnk=lnav_shop%20categories_2&intc=2803501%7Cnull
4yihk,Target / patio & garden / outdoor lighting / outdoor pendant lighting,60,1,http://www.target.com/c/outdoor-pendant-lighting-patio-garden/-/N-4yihk#?lnk=lnav_shop categories_5
4yihi,Target / patio & garden / outdoor lighting / see more outdoor lighting,183,4,http://www.target.com/c/see-more-outdoor-lighting-patio-garden/-/N-4yihi#?lnk=lnav_shop categories_11
5xtpg,Target / patio & garden / outdoor lighting / string lights,92,2,http://www.target.com/c/string-lights-outdoor-lighting-patio-garden/-/N-5xtpg#?lnk=lnav_shop categories_12
5xtoz,Target / patio & garden / patio accessories / deck storage,64,2,http://www.target.com/c/deck-storage-patio-accessories-garden/-/N-5xtoz#?lnk=lnav_shop categories_4
5xtot,Target / patio & garden / patio accessories / outdoor curtains & screens,62,2,http://www.target.com/c/outdoor-curtains-screens-patio-accessories-garden/-/N-5xtot#?lnk=lnav_shop categories_5
5xtox,Target / patio & garden / patio accessories / outdoor cushions,1119,19,http://www.target.com/c/outdoor-cushions-patio-accessories-garden/-/N-5xtox#?lnk=lnav_shop categories_6
5xtow,Target / patio & garden / patio accessories / patio furniture covers,43,1,http://www.target.com/c/patio-furniture-covers-accessories-garden/-/N-5xtow#?lnk=lnav_shop categories_9
4ua3i,Target / patio & garden / patio accessories / outdoor rugs / neutral rugs,1340,23,http://www.target.com/c/neutral-rugs-outdoor-adaptive-patio-ways-to-shop/-/N-4ua3i
5xtof,Target / patio & garden / patio furniture / daybeds & chaises,105,2,http://www.target.com/c/daybeds-chaises-patio-furniture-garden/-/N-5xtof#?lnk=lnav_shop%20categories_4&intc=2803502%7Cnull
5xtoh,Target / patio & garden / patio furniture / patio chairs,485,9,http://www.target.com/c/patio-chairs-furniture-garden/-/N-5xtoh#?lnk=lnav_shop%20categories_9&intc=2803502%7Cnull
5xtzq,Target / personal care,4228,71,http://www.target.com/c/personal-care/-/N-5xtzq?#lnk=bnav_t_spc_2_0
5xtzo,Target / personal care / eye care,162,3,http://www.target.com/c/eye-care-personal/-/N-5xtzo#?lnk=ct_menu_08_14&intc=1865095|null
4y631,Target / personal care / feminine products / feminine hygiene,51,1,http://www.target.com/c/feminine-hygiene-products-personal-care/-/N-4y631#?lnk=lnav_shop categories_1
4so0s,Target / personal care / feminine products / feminine treatments,18,1,http://www.target.com/c/feminine-treatments-products-personal-care/-/N-4so0s#?lnk=lnav_shop categories_2
4y632,Target / personal care / feminine products / pregnancy & ovulation tests,24,1,http://www.target.com/c/pregnancy-ovulation-tests-feminine-products-personal-care/-/N-4y632#?lnk=lnav_shop categories_5
5xu1f,Target / personal care / hand soap & sanitizers,311,6,http://www.target.com/c/hand-soap-sanitizers-personal-care/-/N-5xu1f#?lnk=lnav_%20%09%09%09%09%09%09shop%20categories%09%09%09%09%09_8&intc=3163055%7Cnull
5xu01,Target / personal care / oral care,717,12,http://www.target.com/c/oral-care-personal/-/N-5xu01#?lnk=ct_menu_08_17&intc=1865095|null
5xtzw,Target / personal care / oral care / mouthwash,108,2,http://www.target.com/c/mouthwash-oral-care-personal/-/N-5xtzw#?lnk=lnav_%20%09%09%09%09%09%09categories%09%09%09%09%09_6&intc=3194577%7Cnull
5xtzs,Target / personal care / oral care / toothpaste,206,4,http://www.target.com/c/toothpaste-oral-care-personal/-/N-5xtzs#?lnk=lnav_%20%09%09%09%09%09%09categories%09%09%09%09%09_10&intc=3194577%7Cnull
4yiia,Target / school & office supplies / boards & easels / board accessories,20,1,http://www.target.com/c/board-accessories-boards-easels-school-office-supplies/-/N-4yiia#?lnk=lnav_shop categories_1
4spe5,Target / school & office supplies / boards & easels / presentation boards,53,1,http://www.target.com/c/presentation-boards-easels-school-office-supplies/-/N-4spe5#?lnk=lnav_shop categories_5
4spe6,Target / school & office supplies / boards & easels / whiteboards,113,2,http://www.target.com/c/whiteboards-boards-easels-school-office-supplies/-/N-4spe6#?lnk=lnav_shop categories_6
4yiid,"Target / school & office supplies / calendars, planners & journals / calendars",25,1,http://www.target.com/c/calendars-planners-journals-school-office-supplies/-/N-4yiid#?lnk=lnav_shop categories_1
4yjvs,Target / school & office supplies / filing / file dividers,163,3,http://www.target.com/c/file-dividers-filing-school-office-supplies/-/N-4yjvs#?lnk=lnav_shop categories_1
4yjvt,Target / school & office supplies / filing / files,578,10,http://www.target.com/c/files-filing-school-office-supplies/-/N-4yjvt#?lnk=lnav_shop categories_3
4yjvn,Target / school & office supplies / labels & label makers / address labels,61,2,http://www.target.com/c/address-labels-label-makers-school-office-supplies/-/N-4yjvn#?lnk=lnav_shop categories_1
54x8j,Target / school & office supplies / locker accessories,41,1,http://www.target.com/c/locker-accessories-school-office-supplies/-/N-54x8j#?lnk=lnav_shop%20categories_15&intc=2737018%7Cnull
5xsxm,Target / school & office supplies / notebooks,228,4,http://www.target.com/c/notebooks-school-office-supplies/-/N-5xsxm#?lnk=lnav_shop%20categories_12&intc=2737018%7Cnull
4yjvf,Target / school & office supplies / organization / folders,69,2,http://www.target.com/c/folders-organization-school-office-supplies/-/N-4yjvf#?lnk=lnav_shop categories_3
4soti,Target / school & office supplies / organization / portfolios,24,1,http://www.target.com/c/portfolios-organization-school-office-supplies/-/N-4soti#?lnk=lnav_shop categories_4
4yjvb,Target / school & office supplies / packing & mailing supplies / packaging supplies,85,2,http://www.target.com/c/packaging-supplies-packing-mailing-school-office/-/N-4yjvb#?lnk=lnav_shop categories_2
