Category ID,Category Title,Products,Pages,Category ID
5xtvq,Target / clothing / girls' clothing / tops / sweaters,71,2,http://www.target.com/c/sweaters-tops-girls-clothing/-/N-5xtvq#?lnk=lnav_shop categories_5
5xtvr,Target / clothing / girls' clothing / tops / tees,421,8,http://www.target.com/c/tees-tops-girls-clothing/-/N-5xtvr#?lnk=lnav_shop categories_7
5xtvp,Target / clothing / girls' clothing / underwear & bras,141,3,http://www.target.com/c/underwear-bras-girls-clothing/-/N-5xtvp#?lnk=lnav_shop%20categories_3&intc=2808003%7Cnull
55929,Target / clothing / men's clothing / blazers & vests,50,1,http://www.target.com/c/blazers-vests-men-s-clothing/-/N-55929#?lnk=ct_menu_01_25&intc=1865087|null
551v0,Target / clothing / men's clothing / hoodies & sweatshirts,66,2,http://www.target.com/c/hoodies-sweatshirts-men-s-clothing/-/N-551v0#?lnk=ct_menu_01_26&intc=1865087|null
5xu2b,Target / clothing / men's clothing / jeans,70,2,http://www.target.com/c/jeans-men-s-clothing/-/N-5xu2b#?lnk=ct_menu_01_28&intc=1865087|null
5xu28,Target / clothing / men's clothing / shirts,1157,20,http://www.target.com/c/shirts-men-s-clothing/-/N-5xu28#?lnk=ct_menu_01_31&intc=1865087|null
5xu27,Target / clothing / men's clothing / shorts,130,3,http://www.target.com/c/shorts-men-s-clothing/-/N-5xu27#?lnk=ct_menu_01_32&intc=1865087|null
5xu25,"Target / clothing / men's clothing / sleepwear, pajamas & robes / bottoms",39,1,http://www.target.com/c/bottoms-sleepwear-pajamas-robes-men-s-clothing/-/N-5xu25#?lnk=lnav_shop categories_1
5xu23,"Target / clothing / men's clothing / sleepwear, pajamas & robes / sets",15,1,http://www.target.com/c/sets-sleepwear-pajamas-robes-men-s-clothing/-/N-5xu23#?lnk=lnav_shop categories_3
5xu1z,Target / clothing / men's clothing / sweaters,33,1,http://www.target.com/c/sweaters-men-s-clothing/-/N-5xu1z#?lnk=ct_menu_01_36&intc=1865087|null
5xu1y,Target / clothing / men's clothing / swimwear,134,3,http://www.target.com/c/swimwear-men-s-clothing/-/N-5xu1y#?lnk=ct_menu_01_37&intc=1865087|null
5xu1x,Target / clothing / men's clothing / underwear & undershirts,216,4,http://www.target.com/c/underwear-undershirts-men-s-clothing/-/N-5xu1x#?lnk=ct_menu_01_38&intc=1865087|null
4y6bl,Target / clothing / men's clothing / workwear,76,2,http://www.target.com/c/workwear-men-s-clothing/-/N-4y6bl#?lnk=ct_menu_01_39&intc=1865087|null
55q4r,Target / clothing / school uniforms / boys' uniforms,69,2,http://www.target.com/c/boys-uniforms-school-clothing/-/N-55q4r#?lnk=lnav_shop%20categories_2&intc=2789006%7Cnull
5xtck,Target / clothing / women's clothing / activewear / bottoms,154,3,http://www.target.com/c/bottoms-activewear-women-s-clothing/-/N-5xtck#?lnk=lnav_ shop categories_3&intc=2542557|null
4v1l4,Target / clothing / women's clothing / activewear / bottoms / underwear,16,1,http://www.target.com/c/underwear-bottoms-activewear/-/N-4v1l4#?lnk=lnav_ shop categories_10&intc=2542557|null
4yb7m,Target / clothing / women's clothing / activewear / dresses,9,1,http://www.target.com/c/dresses-activewear-women-s-clothing/-/N-4yb7m#?lnk=lnav_ shop categories_4&intc=2542557|null
4yb7n,Target / clothing / women's clothing / activewear / jackets & hoodies,39,1,http://www.target.com/c/jackets-hoodies-activewear-women-s-clothing/-/N-4yb7n#?lnk=lnav_ shop categories_5&intc=2542557|null
5xtcj,Target / clothing / women's clothing / activewear / sports bras,59,1,http://www.target.com/c/sports-bras-activewear-women-s-clothing/-/N-5xtcj#?lnk=lnav_ shop categories_1&intc=2542557|null
4yb7l,Target / clothing / women's clothing / activewear / swimwear,17,1,http://www.target.com/c/swimwear-activewear-women-s-clothing/-/N-4yb7l#?lnk=lnav_ shop categories_7&intc=2542557|null
5xtci,Target / clothing / women's clothing / activewear / tops,113,2,http://www.target.com/c/tops-activewear-women-s-clothing/-/N-5xtci#?lnk=lnav_ shop categories_2&intc=2542557|null
4xv2c,Target / clothing / women's clothing / dresses / bridesmaid,14,1,http://www.target.com/c/bridesmaid-dresses-women-s-clothing/-/N-4xv2c#?lnk=lnav_shop categories_1
4y717,Target / clothing / women's clothing / dresses / casual,603,11,http://www.target.com/c/casual-dresses-women-s-clothing/-/N-4y717#?lnk=lnav_shop categories_2
4xv2b,Target / clothing / women's clothing / dresses / cocktail & party,286,5,http://www.target.com/c/cocktail-party-dresses-women-s-clothing/-/N-4xv2b#?lnk=lnav_shop categories_3
4xv2e,Target / clothing / women's clothing / dresses / wedding guest,32,1,http://www.target.com/c/wedding-guest-dresses-women-s-clothing/-/N-4xv2e#?lnk=lnav_shop categories_5
4xv2a,Target / clothing / women's clothing / dresses / work,84,2,http://www.target.com/c/work-dresses-women-s-clothing/-/N-4xv2a#?lnk=lnav_shop categories_6
5xtcd,Target / clothing / women's clothing / intimates / bras,454,8,http://www.target.com/c/bras-intimates-women-s-clothing/-/N-5xtcd#?lnk=lnav_ shop categories_1&intc=3282052|null
55vh9,Target / clothing / women's clothing / intimates / lingerie,82,2,http://www.target.com/c/lingerie-intimates-women-s-clothing/-/N-55vh9#?lnk=lnav_ shop categories_3&intc=3282052|null
5xtcb,Target / clothing / women's clothing / intimates / panties,290,5,http://www.target.com/sb/panties-intimates-women-s-clothing/-/N-5xtcb#?lnk=lnav_ shop categories_2&intc=3282052|null
5q0el,Target / clothing / women's clothing / intimates / slips & shapewear,132,3,http://www.target.com/c/slips-shapewear-intimates-women-s-clothing/-/N-5q0el#?lnk=lnav_ shop categories_4&intc=3282052|null
55ws4,Target / clothing / women's clothing / intimates / thermal underwear,19,1,http://www.target.com/c/thermal-underwear-intimates-women-s-clothing/-/N-55ws4#?lnk=lnav_ shop categories_8&intc=3282052|null
4y6ks,Target / clothing / women's clothing / jeans / bootcut jeans,12,1,http://www.target.com/c/bootcut-jeans-women-s-clothing/-/N-4y6ks#?lnk=lnav_%20%09%09%09%09%09%09shop%20by%20fit%09%09%09%09%09_5&intc=3196555%7Cnull
4y6kt,Target / clothing / women's clothing / jeans / boyfriend jeans,9,1,http://www.target.com/c/boyfriend-jeans-women-s-clothing/-/N-4y6kt#?lnk=lnav_%20%09%09%09%09%09%09shop%20by%20fit%09%09%09%09%09_4&intc=3196555%7Cnull
4y6kw,Target / clothing / women's clothing / jeans / jegging,18,1,http://www.target.com/c/jegging-jeans-women-s-clothing/-/N-4y6kw#?lnk=lnav_%20%09%09%09%09%09%09shop%20by%20fit%09%09%09%09%09_1&intc=3196555%7Cnull
4y6kv,Target / clothing / women's clothing / jeans / skinny jeans,41,1,http://www.target.com/c/skinny-jeans-women-s-clothing/-/N-4y6kv#?lnk=lnav_%20%09%09%09%09%09%09shop%20by%20fit%09%09%09%09%09_2&intc=3196555%7Cnull
5xtc7,Target / clothing / women's clothing / outerwear,8,1,http://www.target.com/c/outerwear-women-s-clothing/-/N-5xtc7#?lnk=ct_menu_01_9&intc=1865087|null
4ujnb,Target / clothing / women's clothing / pants / chinos & trousers,40,1,http://www.target.com/c/chinos-trousers-pants-women-s-clothing/-/N-4ujnb#?lnk=lnav_shop categories_1
4ujnd,Target / clothing / women's clothing / pants / joggers & lounge,35,1,http://www.target.com/c/joggers-lounge-pants-women-s-clothing/-/N-4ujnd#?lnk=lnav_shop categories_2
4ss7m,Target / clothing / women's clothing / shorts / lounge & yoga shorts,14,1,http://www.target.com/c/lounge-yoga-shorts-women-s-clothing/-/N-4ss7m#?lnk=lnav_shop categories_4
4ujn8,Target / clothing / women's clothing / skirts / maxi,16,1,http://www.target.com/c/maxi-skirts-women-s-clothing/-/N-4ujn8#?lnk=lnav_shop categories_1
4ujn9,Target / clothing / women's clothing / skirts / mid length,55,1,http://www.target.com/c/mid-length-skirts-women-s-clothing/-/N-4ujn9#?lnk=lnav_shop categories_2
4ujna,Target / clothing / women's clothing / skirts / mini,51,1,http://www.target.com/c/mini-skirts-women-s-clothing/-/N-4ujna#?lnk=lnav_shop categories_3
5xtc2,"Target / clothing / women's clothing / sleepwear, pajamas & robes / bottoms",163,3,http://www.target.com/sb/bottoms-sleepwear-pajamas-robes-women-s-clothing/-/N-5xtc2#?lnk=lnav_%20%09%09%09%09%09%09shop%20categories%09%09%09%09%09_4&intc=2014552%7Cnull
5xtc1,"Target / clothing / women's clothing / sleepwear, pajamas & robes / gowns & sleep shirts",106,2,http://www.target.com/sb/gowns-sleep-shirts-sleepwear-pajamas-robes-women-s-clothing/-/N-5xtc1#?lnk=lnav_%20%09%09%09%09%09%09shop%20categories%09%09%09%09%09_5&intc=2014552%7Cnull
/5xtc0,"Target / clothing / women's clothing / sleepwear, pajamas & robes / robes",65,2,http://www.target.com/c/robes-sleepwear-pajamas-women-s-clothing/-/N-5xtc0
5xtbz,"Target / clothing / women's clothing / sleepwear, pajamas & robes / sets",190,4,http://www.target.com/c/sets-sleepwear-pajamas-robes-women-s-clothing/-/N-5xtbz#?lnk=lnav_%20%09%09%09%09%09%09shop%20categories%09%09%09%09%09_1&intc=2014552%7Cnull
5xtby,"Target / clothing / women's clothing / sleepwear, pajamas & robes / tops",75,2,http://www.target.com/sb/tops-sleepwear-pajamas-robes-women-s-clothing/-/N-5xtby#?lnk=lnav_%20%09%09%09%09%09%09shop%20categories%09%09%09%09%09_3&intc=2014552%7Cnull
4vpsx,"Target / clothing / women's clothing / sleepwear, pajamas & robes / union suits",2,1,http://www.target.com/c/union-suits-sleepwear-pajamas-robes-women-s-clothing/-/N-4vpsx#?lnk=lnav_%20%09%09%09%09%09%09shop%20categories%09%09%09%09%09_8&intc=2014552%7Cnull
55mcz,Target / clothing / women's clothing / socks and hosiery / hosiery,249,5,http://www.target.com/c/hosiery-socks-and-women-s-clothing/-/N-55mcz#?lnk=lnav_%20%09%09%09%09%09%09shop%20categories%09%09%09%09%09_2&intc=2562056%7Cnull
4y5nj,Target / clothing / women's clothing / socks and hosiery / socks / athletic socks,147,3,http://www.target.com/c/athletic-socks-and-hosiery/-/N-4y5nj#?lnk=lnav_ shop categories_9&intc=2542557|null
4xw4a,Target / clothing / women's clothing / sweaters / cardigans,87,2,http://www.target.com/c/cardigans-sweaters-women-s-clothing/-/N-4xw4a#?lnk=lnav_shop categories_1
5xtbt,Target / clothing / women's clothing / swimsuits / bottoms,378,7,http://www.target.com/c/bottoms-swimsuits-women-s-clothing/-/N-5xtbt#?lnk=lnav_shop%20categories_8&intc=2812501%7Cnull
5xtbv,Target / clothing / women's clothing / swimsuits / coverups,80,2,http://www.target.com/c/coverups-swimsuits-women-s-clothing/-/N-5xtbv#?lnk=lnav_shop%20categories_12&intc=2812501%7Cnull
4un0v,Target / clothing / women's clothing / swimsuits / designer boutique,196,4,http://www.target.com/c/designer-boutique-swimsuits-women-s-clothing/-/N-4un0v#?lnk=lnav_shop%20categories_11&intc=2812501%7Cnull
5xtbu,Target / clothing / women's clothing / swimsuits / one-piece,197,4,http://www.target.com/c/one-piece-swimsuits-women-s-clothing/-/N-5xtbu#?lnk=lnav_shop%20categories_13&intc=2812501%7Cnull
4xnvf,Target / clothing / women's clothing / swimsuits / Swimwear ways to shop,374,7,http://www.target.com/c/swimwear-ways-to-shop-swimsuits-women-s-clothing/-/N-4xnvf#?lnk=lnav_shop%20categories_10&intc=2812501%7Cnull
5xtbs,Target / clothing / women's clothing / swimsuits / tops,503,9,http://www.target.com/c/tops-swimsuits-women-s-clothing/-/N-5xtbs#?lnk=lnav_shop%20categories_7&intc=2812501%7Cnull
4un11,Target / clothing / women's clothing / swimsuits / trend shop,276,5,http://www.target.com/c/trend-shop-swimsuits-women-s-clothing/-/N-4un11#?lnk=lnav_shop%20categories_9&intc=2812501%7Cnull
4y2xu,Target / clothing / women's clothing / tops / hoodies & sweatshirts,52,1,http://www.target.com/c/hoodies-sweatshirts-tops-women-s-clothing/-/N-4y2xu#?lnk=lnav_shop categories_1
4xpjv,Target / clothing / women's clothing / tops / shirts & blouses / short sleeve,107,2,http://www.target.com/c/short-sleeve-shirts-blouses-tops/-/N-4xpjv#?lnk=lnav_shop categories_2
4y2xw,Target / clothing / women's clothing / tops / tees & tanks / graphic,298,5,http://www.target.com/c/graphic-tees-tanks-tops/-/N-4y2xw#?lnk=lnav_shop categories_3
56h30,Target / electronics / cameras & camcorders / adventure cameras,95,2,http://www.target.com/c/adventure-cameras-camcorders-electronics/-/N-56h30#?lnk=lnav_shop%20categories_2&intc=2780008%7Cnull
5xtey,Target / electronics / cameras & camcorders / camcorders,20,1,http://www.target.com/c/camcorders-cameras-electronics/-/N-5xtey#?lnk=lnav_shop%20categories_5&intc=2780008%7Cnull
5xtex,Target / electronics / cameras & camcorders / camera & camcorder accessories,373,7,http://www.target.com/c/camera-camcorder-accessories-cameras-camcorders-electronics/-/N-5xtex#?lnk=lnav_shop%20categories_1&intc=2780008%7Cnull
5xten,Target / electronics / cameras & camcorders / camera lenses,22,1,http://www.target.com/c/camera-lenses-cameras-camcorders-electronics/-/N-5xten
5cv04,Target / electronics / cameras & camcorders / compact system cameras,3,1,http://www.target.com/c/compact-system-cameras-camcorders-electronics/-/N-5cv04#?lnk=lnav_shop%20categories_4&intc=2780008%7Cnull
5xteo,Target / electronics / cameras & camcorders / digital photo frames,8,1,http://www.target.com/c/digital-photo-frames-cameras-camcorders-electronics/-/N-5xteo#?lnk=lnav_shop%20categories_8&intc=2780008%7Cnull
5xtem,Target / electronics / cameras & camcorders / digital SLR cameras,19,1,http://www.target.com/c/digital-slr-cameras-camcorders-electronics/-/N-5xtem#?lnk=lnav_shop%20categories_10&intc=2780008%7Cnull
4y41c,Target / electronics / cameras & camcorders / kids' cameras,17,1,http://www.target.com/c/kids-cameras-camcorders-electronics/-/N-4y41c#?lnk=lnav_shop%20categories_11&intc=2780008%7Cnull
5xtep,Target / electronics / cameras & camcorders / memory cards,43,1,http://www.target.com/c/memory-cards-cameras-camcorders-electronics/-/N-5xtep#?lnk=lnav_shop%20categories_7&intc=2780008%7Cnull
5xteq,Target / electronics / cameras & camcorders / point-and-shoot cameras,73,2,http://www.target.com/c/point-and-shoot-cameras-camcorders-electronics/-/N-5xteq#?lnk=lnav_shop%20categories_6&intc=2780008%7Cnull
55i30,Target / electronics / cell phones / adapters & chargers,105,2,http://www.target.com/c/adapters-chargers-cell-phones-electronics/-/N-55i30#?lnk=lnav_shop%20categories_10&intc=2799503%7Cnull
5xte7,Target / electronics / cell phones / all accessories,778,13,http://www.target.com/c/all-accessories-cell-phones-electronics/-/N-5xte7#?lnk=lnav_shop%20categories_2&intc=2799503%7Cnull
55i2z,Target / electronics / cell phones / bluetooth headsets,74,2,http://www.target.com/c/bluetooth-headsets-cell-phones-electronics/-/N-55i2z
55n9s,Target / electronics / cell phones / cases,647,11,http://www.target.com/c/cases-cell-phones-electronics/-/N-55n9s
5xte6,Target / electronics / cell phones / phone cards,63,2,http://www.target.com/c/phone-cards-cell-phones-electronics/-/N-5xte6#?lnk=lnav_shop%20categories_3&intc=2799503%7Cnull
5xte5,Target / electronics / cell phones / phones with plans,48,1,http://www.target.com/c/phones-with-plans-cell-electronics/-/N-5xte5#?lnk=lnav_shop%20categories_4&intc=2799503%7Cnull
5xte4,Target / electronics / cell phones / prepaid cell phones,39,1,http://www.target.com/c/prepaid-cell-phones-electronics/-/N-5xte4#?lnk=lnav_shop%20categories_5&intc=2799503%7Cnull
4y7au,Target / electronics / cell phones / smart watch & fitness accessories,239,4,http://www.target.com/c/smart-watch-fitness-accessories-cell-phones-electronics/-/N-4y7au#?lnk=lnav_shop%20categories_7&intc=2799503%7Cnull
557u9,Target / electronics / cell phones / smart watches,70,2,http://www.target.com/c/smart-watches-cell-phones-electronics/-/N-557u9#?lnk=lnav_shop%20categories_1&intc=2799503%7Cnull
5xte3,Target / electronics / cell phones / unlocked cell phones,98,2,http://www.target.com/c/unlocked-cell-phones-electronics/-/N-5xte3#?lnk=lnav_shop%20categories_6&intc=2799503%7Cnull
4y8z1,Target / electronics / computers & office / 3D printers,43,1,http://www.target.com/c/3d-printers-computers-office-electronics/-/N-4y8z1#?lnk=lnav_shop%20categories_2&intc=2799502%7Cnull
5xtfb,Target / electronics / computers & office / accessories,836,14,http://www.target.com/c/accessories-computers-office-electronics/-/N-5xtfb#?lnk=lnav_shop%20categories_1&intc=2799502%7Cnull
5xtf7,Target / electronics / computers & office / desktop & gaming computers,4,1,http://www.target.com/c/desktop-gaming-computers-office-electronics/-/N-5xtf7#?lnk=lnav_shop%20categories_3&intc=2799502%7Cnull
5xtf5,"Target / electronics / computers & office / ink, toner & film",358,6,http://www.target.com/c/ink-toner-film-computers-office-electronics/-/N-5xtf5#?lnk=lnav_shop%20categories_4&intc=2799502%7Cnull
5xtf4,Target / electronics / computers & office / laptops,30,1,http://www.target.com/c/laptops-computers-office-electronics/-/N-5xtf4#?lnk=lnav_shop%20categories_5&intc=2799502%7Cnull
4tfzk,Target / electronics / computers & office / preowned laptops & desktops,10,1,http://www.target.com/c/preowned-laptops-desktops-computers-office-electronics/-/N-4tfzk#?lnk=lnav_shop%20categories_8&intc=2799502%7Cnull
5xtf2,Target / electronics / computers & office / printers & scanners,88,2,http://www.target.com/c/printers-scanners-computers-office-electronics/-/N-5xtf2
5xtf1,Target / electronics / computers & office / software,140,3,http://www.target.com/c/software-computers-office-electronics/-/N-5xtf1#?lnk=lnav_shop%20categories_7&intc=2799502%7Cnull
5xtd7,Target / electronics / GPS & navigation / accessories,10,1,http://www.target.com/c/accessories-gps-navigation-electronics/-/N-5xtd7#?lnk=lnav_shop categories_1
5xtd6,Target / electronics / GPS & navigation / car GPS,13,1,http://www.target.com/c/car-gps-navigation-electronics/-/N-5xtd6#?lnk=lnav_shop categories_2
5xtd4,Target / electronics / GPS & navigation / handheld GPS,1,1,http://www.target.com/c/handheld-gps-navigation-electronics/-/N-5xtd4#?lnk=lnav_shop categories_3
5xted,Target / electronics / home audio / boom boxes & CD players,12,1,http://www.target.com/c/boom-boxes-cd-players-home-audio-electronics/-/N-5xted#?lnk=lnav_shop%20categories_3&intc=2799504%7Cnull
5xte0,Target / electronics / home audio / cables & chargers,164,3,http://www.target.com/c/cables-chargers-home-audio-electronics/-/N-5xte0#?lnk=lnav_shop%20categories_6&intc=2799504%7Cnull
5xtdz,Target / electronics / home audio / cases & screen protectors,39,1,http://www.target.com/c/cases-screen-protectors-home-audio-electronics/-/N-5xtdz#?lnk=lnav_shop%20categories_7&intc=2799504%7Cnull
5xtdx,Target / electronics / home audio / iPods & MP3 players,17,1,http://www.target.com/c/ipods-mp3-players-home-audio-electronics/-/N-5xtdx#?lnk=lnav_shop%20categories_5&intc=2799504%7Cnull
5xteb,Target / electronics / home audio / radios,157,3,http://www.target.com/c/radios-home-audio-electronics/-/N-5xteb#?lnk=lnav_shop%20categories_4&intc=2799504%7Cnull
5xtej,Target / electronics / home audio / shelf systems,11,1,http://www.target.com/c/shelf-systems-home-audio-electronics/-/N-5xtej#?lnk=lnav_shop%20categories_2&intc=2799504%7Cnull
55de5,Target / electronics / home audio / speaker accessories,38,1,http://www.target.com/c/speaker-accessories-home-audio-electronics/-/N-55de5#?lnk=lnav_shop%20categories_9&intc=2799504%7Cnull
5xtdy,Target / electronics / home audio / speakers & docks,279,5,http://www.target.com/c/speakers-docks-home-audio-electronics/-/N-5xtdy#?lnk=lnav_shop%20categories_8&intc=2799504%7Cnull
56ewd,Target / electronics / home audio / turntables,67,2,http://www.target.com/c/turntables-home-audio-electronics/-/N-56ewd#?lnk=lnav_shop%20categories_1&intc=2799504%7Cnull
55vm2,Target / electronics / home audio / wireless & Bluetooth speakers,306,6,http://www.target.com/c/wireless-bluetooth-speakers-home-audio-electronics/-/N-55vm2#?lnk=lnav_shop%20categories_10&intc=2799504%7Cnull
5586p,Target / electronics / iPad & tablets / accessories,11,1,http://www.target.com/c/-/N-5586p#?lnk=lnav_categories_accessories&intc=2913055%7Cnull
5586,Target / electronics / iPad & tablets / iPad,89,2,http://www.target.com/c/ipad-tablets-electronics/-/N-5586q#?lnk=lnav_categories_iPad&intc=2913055%7Cnull
5586k,Target / electronics / iPad & tablets / tablets,139,3,http://www.target.com/c/tablets-ipad-electronics/-/N-5586k#?lnk=lnav_categories_tablets&intc=2913055%7Cnull
5s7dv,Target / electronics / networking,1155,20,http://www.target.com/c/networking-electronics/-/N-5s7dv#?lnk=ct_menu_04_12&intc=1865090|null
5xtdv,Target / electronics / TVs & home theater / accessories,170,3,http://www.target.com/c/accessories-tvs-home-theater-electronics/-/N-5xtdv#?lnk=lnav_shop categories_3
5xtdo,Target / electronics / TVs & home theater / DVD & Blu-ray players,16,1,http://www.target.com/c/dvd-blu-ray-players-tvs-home-theater-electronics/-/N-5xtdo#?lnk=lnav_shop categories_1
5xtdn,Target / electronics / TVs & home theater / portable video,7,1,http://www.target.com/c/portable-video-tvs-home-theater-electronics/-/N-5xtdn#?lnk=lnav_shop categories_4
5xtdm,Target / electronics / TVs & home theater / projectors and screens,19,1,http://www.target.com/c/projectors-and-screens-tvs-home-theater-electronics/-/N-5xtdm#?lnk=lnav_shop categories_5
5xtef,Target / electronics / TVs & home theater / sound system,47,1,http://www.target.com/c/sound-system-tvs-home-theater-electronics/-/N-5xtef#?lnk=lnav_shop categories_6
5xtdp,Target / electronics / TVs & home theater / streaming devices,28,1,http://www.target.com/c/streaming-devices-tvs-home-theater-electronics/-/N-5xtdp#?lnk=ct_menu_04_14&intc=1865090|null
5xtdj,Target / electronics / TVs & home theater / TVs,106,2,http://www.target.com/c/tvs-home-theater-electronics/-/N-5xtdj#?lnk=lnav_shop categories_2
551ss,Target / electronics / wearable technology,241,5,http://www.target.com/c/wearable-technology-electronics/-/N-551ss#?lnk=ct_menu_04_17&intc=1865090|null
5xtnq,Target / furniture / bathroom furniture,112,2,http://www.target.com/c/bathroom-furniture/-/N-5xtnq#?lnk=lnav_shop%20categories_6&intc=2730501%7Cnull
5xtni,Target / furniture / bedroom furniture / armoires,12,1,http://www.target.com/c/armoires-bedroom-furniture/-/N-5xtni
4ykhn,Target / furniture / bedroom furniture / bed frames,52,1,http://www.target.com/c/bed-frames-bedroom-furniture/-/N-4ykhn
5xtnk,Target / furniture / bedroom furniture / bedroom benches,53,1,http://www.target.com/c/bedroom-benches-furniture/-/N-5xtnk
5xtnh,Target / furniture / bedroom furniture / bedroom sets,119,2,http://www.target.com/c/bedroom-sets-furniture/-/N-5xtnh
5xtne,Target / furniture / bedroom furniture / headboards,426,8,http://www.target.com/c/headboards-bedroom-furniture/-/N-5xtne
5xtnc,Target / furniture / bedroom furniture / jewelry armoires,53,1,http://www.target.com/c/jewelry-armoires-bedroom-furniture/-/N-5xtnc
4ykho,Target / furniture / bedroom furniture / mattresses / futon mattresses,11,1,http://www.target.com/c/futon-mattresses-bedroom-furniture/-/N-4ykho#?lnk=lnav_%20%09%09%09%09%09%09shop%20categories%09%09%09%09%09_4&intc=2745553%7Cnull
4ykhp,Target / furniture / bedroom furniture / mattresses / hybrid mattresses,12,1,http://www.target.com/c/hybrid-mattresses-bedroom-furniture/-/N-4ykhp#?lnk=lnav_%20%09%09%09%09%09%09shop%20categories%09%09%09%09%09_2&intc=2745553%7Cnull
4ykhr,Target / furniture / bedroom furniture / mattresses / innerspring mattresses,78,2,http://www.target.com/c/innerspring-mattresses-bedroom-furniture/-/N-4ykhr#?lnk=lnav_%20%09%09%09%09%09%09shop%20categories%09%09%09%09%09_1&intc=2745553%7Cnull
4ykhq,Target / furniture / bedroom furniture / mattresses / memory foam mattresses,123,3,http://www.target.com/c/memory-foam-mattresses-bedroom-furniture/-/N-4ykhq#?lnk=lnav_%20%09%09%09%09%09%09shop%20categories%09%09%09%09%09_3&intc=2745553%7Cnull
5xtnf,Target / furniture / bedroom furniture / vanities,41,1,http://www.target.com/c/vanities-bedroom-furniture/-/N-5xtnf
558tf,Target / furniture / custom furniture / custom bedroom furniture,22,1,http://www.target.com/c/custom-bedroom-furniture/-/N-558tf#?lnk=lnav_shop categories_1
4vq1j,Target / furniture / custom furniture / custom kitchen & dining furniture,15,1,http://www.target.com/c/custom-kitchen-dining-furniture/-/N-4vq1j#?lnk=lnav_shop categories_2
558tg,Target / furniture / custom furniture / custom living room furniture,31,1,http://www.target.com/c/custom-living-room-furniture/-/N-558tg#?lnk=lnav_shop categories_3
5xtn2,Target / furniture / entryway furniture / coat racks,83,2,http://www.target.com/c/coat-racks-entryway-furniture/-/N-5xtn2#?lnk=lnav_shop categories_1
5xtn4,Target / furniture / entryway furniture / entryway benches,101,2,http://www.target.com/c/entryway-benches-furniture/-/N-5xtn4#?lnk=lnav_shop categories_2
5xtn3,Target / furniture / entryway furniture / entryway collections,2,1,http://www.target.com/c/entryway-collections-furniture/-/N-5xtn3#?lnk=lnav_shop categories_3
5xtn1,Target / furniture / entryway furniture / entryway tables,567,10,http://www.target.com/c/entryway-tables-furniture/-/N-5xtn1#?lnk=lnav_shop categories_4
5q0fd,Target / furniture / furniture collections,48,1,http://www.target.com/c/furniture-collections/-/N-5q0fd#?lnk=lnav_shop%20categories_1&intc=2730501%7Cnull
5xtmy,Target / furniture / home office furniture / bookcases,520,9,http://www.target.com/c/bookcases-home-office-furniture/-/N-5xtmy#?lnk=lnav_shop%20categories_2&intc=2690036%7Cnull
5xtmx,Target / furniture / home office furniture / chair mats,16,1,http://www.target.com/c/chair-mats-home-office-furniture/-/N-5xtmx#?lnk=lnav_shop%20categories_3&intc=2690036%7Cnull
5xtmu,Target / furniture / home office furniture / filing cabinets,166,3,http://www.target.com/c/filing-cabinets-home-office-furniture/-/N-5xtmu#?lnk=lnav_shop%20categories_6&intc=2690036%7Cnull
5xtmz,Target / furniture / home office furniture / home office collections,16,1,http://www.target.com/c/home-office-collections-furniture/-/N-5xtmz#?lnk=lnav_shop%20categories_9&intc=2690036%7Cnull
59yk7,Target / furniture / home office furniture / home office sets,18,1,http://www.target.com/c/home-office-sets-furniture/-/N-59yk7#?lnk=lnav_shop%20categories_1&intc=2690036%7Cnull
5xtmt,Target / furniture / home office furniture / office chairs,1026,18,http://www.target.com/c/office-chairs-home-furniture/-/N-5xtmt#?lnk=lnav_shop%20categories_7&intc=2690036%7Cnull
5xtms,Target / furniture / home office furniture / printer stands,5,1,http://www.target.com/c/printer-stands-home-office-furniture/-/N-5xtms#?lnk=lnav_shop%20categories_8&intc=2690036%7Cnull
5xtmp,Target / furniture / kitchen & dining furniture / bakers' racks,5,1,http://www.target.com/c/bakers-racks-kitchen-dining-furniture/-/N-5xtmp#?lnk=lnav_shop%20categories_1&intc=2726504%7Cnull
5xtmn,Target / furniture / kitchen & dining furniture / bars & wine racks,117,2,http://www.target.com/c/bars-wine-racks-kitchen-dining-furniture/-/N-5xtmn#?lnk=lnav_shop%20categories_3&intc=2726504%7Cnull
5xtml,Target / furniture / kitchen & dining furniture / dining chairs & benches,1012,17,http://www.target.com/c/dining-chairs-benches-kitchen-furniture/-/N-5xtml#?lnk=lnav_shop%20categories_5&intc=2726504%7Cnull
5xtmq,Target / furniture / kitchen & dining furniture / dining room collections,190,4,http://www.target.com/c/dining-room-collections-kitchen-furniture/-/N-5xtmq#?lnk=lnav_shop%20categories_11&intc=2726504%7Cnull
5xtmk,Target / furniture / kitchen & dining furniture / dining room sets,580,10,http://www.target.com/c/dining-room-sets-kitchen-furniture/-/N-5xtmk#?lnk=lnav_shop%20categories_6&intc=2726504%7Cnull
5xtmj,Target / furniture / kitchen & dining furniture / dining tables,522,9,http://www.target.com/c/dining-tables-kitchen-furniture/-/N-5xtmj#?lnk=lnav_shop%20categories_7&intc=2726504%7Cnull
