url,name,full name,items,ta pages
http://www.belk.com/AST/Main/Belk_Primary/BedBath/Shop/Bath/BathMatsRugs.jsp,Bath Mats & Rugs,Shop  /  Bed & Bath  /  Bath Mats & Rugs,121,7
http://www.belk.com/AST/Main/Belk_Primary/Shoes/Shop/Kids/Baby/Boys.jsp,Boys,Shop  /  Shoes  /  Baby  /  Boys,121,7
http://www.belk.com/AST/Main/Belk_Primary/Shoes/Shop/Kids/Boys/InfantBoy.jsp,Infant Boys,Shop  /  Shoes  /  Boys  /  Infant Boys,121,7
http://www.belk.com/AST/Main/Belk_Primary/For_the_Home/Shop/HomeDecor/Collectibles.jsp,Collectibles,Shop  /  For the Home  /  Home Decor  /  Collectibles,121,7
http://www.belk.com/AST/Main/Belk_Primary/For_the_Home/Shop/Kitchen/Food_Storage/Coolers.jsp,Coolers,Shop  /  For the Home  /  Kitchen  /  Food Storage  /  Coolers,121,7
http://www.belk.com/AST/Main/Belk_Primary/For_the_Home/Shop/Kitchen/Electrics/More_Electrics.jsp,Specialty Appliances,Shop  /  For the Home  /  Kitchen  /  Small Appliances  /  Specialty Appliances,121,7
http://www.belk.com/AST/Main/Belk_Primary/For_the_Home/Shop/MoreFortheHome/Rugs/BathRugs.jsp,Bath Rugs,Shop  /  For the Home  /  More For the Home  /  Rugs  /  Bath Rugs,121,7
http://www.belk.com/AST/Main/Belk_Primary/For_the_Home/Featured_Shop/HolidayEntertaining/Kitchen.jsp,Kitchen,Shop  /  Bed & Bath  /  Holiday Entertaining  /  Kitchen,119,6
http://www.belk.com/AST/Main/Belk_Primary/Shoes/Shop/Womens/Sandals/Slide.jsp,Slides,Shop  /  Shoes  /  Sandals  /  Slides,118,6
http://www.belk.com/AST/Main/Belk_Primary/For_the_Home/Shop/WallDecor/Coastal.jsp,Coastal,Shop  /  For the Home  /  Wall Art  /  Coastal,118,6
http://www.belk.com/AST/Main/Belk_Primary/Women_Plus/Shop/Pants/Straight.jsp,Women's Plus,Shop  /  Women  /  Pants  /  Straight  /  Women's Plus,118,6
http://www.belk.com/AST/Main/Belk_Primary/Young_Mens/Shop/DressShirts/ShopbyFit.jsp,Shop by Fit,Shop  /  Men  /  Young Men's  /  Dress Shirts  /  Shop by Fit,118,6
http://www.belk.com/AST/Main/Belk_Primary/Beauty_And_Fragrance/Shop/Beauty/Brushes/Powder.jsp,Powder,Shop  /  Beauty & Fragrance  /  Makeup  /  Brushes  /  Powder,118,6
http://www.belk.com/AST/Main/Belk_Primary/Beauty_And_Fragrance/Shop/Beauty/Lips/Lip_Gloss.jsp,Lip Gloss,Shop  /  Beauty & Fragrance  /  Makeup  /  Lips  /  Lip Gloss,118,6
http://www.belk.com/AST/Main/Belk_Primary/For_the_Home/Shop/HomeDecor/WallDecor/Coastal.jsp,Coastal,Shop  /  For the Home  /  Home Decor  /  Wall Art  /  Coastal,118,6
http://www.belk.com/AST/Main/Belk_Primary/Women/Shop/Sweaters/CowlTurtlenck.jsp,Cowl & Turtleneck,Shop  /  Women  /  Sweaters  /  Cowl & Turtleneck,117,6
http://www.belk.com/AST/Main/Belk_Primary/Men/Shop/Designer/Jeans.jsp,Jeans,Shop  /  Men  /  Designer  /  Jeans,117,6
http://www.belk.com/AST/Main/Belk_Primary/Juniors_Plus/Featured_Shop/GiftsforHer.jsp,Gifts for Her,Shop  /  Juniors  /  Juniors Plus  /  Gifts for Her,117,6
http://www.belk.com/AST/Main/Belk_Primary/Kids/Shop/Babies/Baby_Gifts_and_Accessories/PlushToys.jsp,Plush Toys,Shop  /  Kids  /  Gifts & Essentials  /  Plush Toys,117,6
http://www.belk.com/AST/Main/Belk_Primary/Jewelry_And_Watches/Featured_Shop/FineJewelryDeals/Rings.jsp,Rings,Shop  /  Jewelry & Watches  /  Fine Jewelry Deals  /  Rings,117,6
http://www.belk.com/AST/Main/Belk_Primary/Beauty_And_Fragrance/Shop/Beauty/Eyes/Eyeliner.jsp,Eyeliner,Shop  /  Beauty & Fragrance  /  Makeup  /  Eyes  /  Eyeliner,117,6
http://www.belk.com/AST/Main/Belk_Primary/Beauty_And_Fragrance/Shop/Beauty/Face/Blush.jsp,Blush,Shop  /  Beauty & Fragrance  /  Makeup  /  Face  /  Blush,117,6
http://www.belk.com/AST/Main/Belk_Primary/For_the_Home/Featured_Shop/ApartmentLiving/FortheHome/HomeDecor.jsp,Home Decor,Shop  /  Bed & Bath  /  Apartment Living  /  For the Home  /  Home Decor,117,6
http://www.belk.com/AST/Main/Belk_Primary/Jewelry_And_Watches/Shop/FashionJewelry/Hypoallergenic/Earrings.jsp,Earrings,Shop  /  Jewelry & Watches  /  Hypoallergenic  /  Earrings,116,6
http://www.belk.com/AST/Main/Belk_Primary/For_the_Home/Shop/MoreFortheHome/PersonalCare.jsp,Health & Personal Care,Shop  /  For the Home  /  More For the Home  /  Health & Personal Care,116,6
http://www.belk.com/AST/Main/Belk_Primary/For_the_Home/Featured_Shop/HealthyLiving/FitnessAccessories.jsp,Fitness Accessories,Shop  /  For the Home  /  Healthy Living  /  Fitness Accessories,116,6
http://www.belk.com/AST/Main/Belk_Primary/Young_Mens/Shop/Jeans/ShopbyLegStyle.jsp,Shop by Leg Style,Shop  /  Men  /  Young Men's  /  Jeans  /  Shop by Leg Style,116,6
http://www.belk.com/AST/Main/Belk_Primary/For_the_Home/Shop/Dining_Entertaining/Fine_China/Platinum_Banded.jsp,Platinum Rimmed,Shop  /  For the Home  /  Dining & Entertaining  /  Fine China  /  Platinum Rimmed,116,6
http://www.belk.com/AST/Main/Belk_Primary/For_the_Home/Shop/Kitchen/Bakeware/Casserole.jsp,Baking Dishes,Shop  /  For the Home  /  Kitchen  /  Bakeware  /  Baking Dishes,116,6
http://www.belk.com/AST/Main/Belk_Primary/For_the_Home/Shop/Kitchen/Tools_Food_Prep/Gadgets.jsp,Specialty Gadgets,Shop  /  For the Home  /  Kitchen  /  Tools & Gadgets  /  Specialty Gadgets,116,6
http://www.belk.com/AST/Main/Belk_Primary/Women/Shop/Jeans/Straight.jsp,Straight,Shop  /  Women  /  Jeans  /  Straight,115,6
http://www.belk.com/AST/Main/Belk_Primary/Men/Shop/SuitsSportCoats/Blazers_Sportcoats.jsp,Sport Coats & Blazers,Shop  /  Men  /  Suits & Sport Coats  /  Sport Coats & Blazers,115,6
http://www.belk.com/AST/Main/Belk_Primary/Kids/Shop/Girls/Girls46x/TopsTees.jsp,Tops & Tees,Shop  /  Kids  /  Girls (4-6x)  /  Tops & Tees,115,6
http://www.belk.com/AST/Main/Belk_Primary/For_the_Home/Shop/MoreFortheHome/Electronics/FitnessAccessories.jsp,Fitness Accessories,Shop  /  For the Home  /  More For the Home  /  Electronics & Gadgets  /  Fitness Accessories,115,6
http://www.belk.com/AST/Main/Belk_Primary/Young_Mens/Shop/DressShirts/ShopbyCollar/ButtonDown.jsp,Button Down,Shop  /  Men  /  Young Men's  /  Dress Shirts  /  Shop by Collar  /  Button Down,115,6
http://www.belk.com/AST/Main/Belk_Primary/For_the_Home/Shop/Kitchen/CookwareMore/ShopbyMaterial/CastIron.jsp,Cast Iron,Shop  /  For the Home  /  Kitchen  /  Cookware  /  Shop by Material  /  Cast Iron,115,6
http://www.belk.com/AST/Main/Belk_Primary/Women/Shop/Contemporary/Sweaters.jsp,Sweaters,Shop  /  Women  /  Contemporary  /  Sweaters,114,6
http://www.belk.com/AST/Main/Belk_Primary/Men/Shop/Casual/Short_Sleeve.jsp,Short Sleeve,Shop  /  Men  /  Casual Shirts  /  Short Sleeve,114,6
http://www.belk.com/AST/Main/Belk_Primary/Women/Shop/Dresses/Trends/SparkleShine.jsp,Sparkle & Shine,Shop  /  Women  /  Dresses  /  Trends  /  Sparkle & Shine,114,6
http://www.belk.com/AST/Main/Belk_Primary/Men/Shop/Accessories/Wallets/Trifold.jsp,Trifold,Shop  /  Men  /  Accessories  /  Wallets  /  Trifold,114,6
http://www.belk.com/AST/Main/Belk_Primary/Young_Mens/Shop/Accessories/ColdWeather.jsp,"Hats, Scarves & Gloves","Shop  /  Men  /  Young Men's  /  Accessories  /  Hats, Scarves & Gloves",114,6
http://www.belk.com/AST/Main/Belk_Primary/Juniors_Plus/Shop/TopsTees/KnitTops.jsp,Juniors Plus,Shop  /  Juniors  /  Tops  /  Knit  /  Juniors Plus,114,6
http://www.belk.com/AST/Main/Belk_Primary/For_the_Home/Shop/Dining_Entertaining/Flatware/Serving.jsp,Serving Pieces,Shop  /  For the Home  /  Dining & Entertaining  /  Flatware  /  Serving Pieces,114,6
http://www.belk.com/AST/Main/Belk_Primary/For_the_Home/Shop/Dining_Entertaining/Serveware/Metal.jsp,Metal,Shop  /  For the Home  /  Dining & Entertaining  /  Serveware  /  Metal,114,6
http://www.belk.com/AST/Main/Belk_Primary/Shoes/Featured_Shop/GiftGuide/GiftsUnder50.jsp,Gifts Under $50,Shop  /  Shoes  /  Gift Guide  /  Gifts Under $50,113,6
http://www.belk.com/AST/Main/Belk_Primary/Jewelry_And_Watches/Shop/FineJewelry/Rings/Cluster.jsp,Cluster,Shop  /  Jewelry & Watches  /  Rings  /  Cluster,113,6
http://www.belk.com/AST/Main/Belk_Primary/BedBath/Shop/Bath/BathCollections/Accessories.jsp,Bath Accessory Sets,Shop  /  Bed & Bath  /  Bath Accessories  /  Bath Accessory Sets,113,6
http://www.belk.com/AST/Main/Belk_Primary/Women/Shop/Intimates/Panties/Brief.jsp,Brief,"Shop  /  Women  /  Bras, Panties & Lingerie  /  Panties  /  Brief",113,6
http://www.belk.com/AST/Main/Belk_Primary/Beauty_And_Fragrance/Shop/Beauty/Face/Primer.jsp,Primers,Shop  /  Beauty & Fragrance  /  Makeup  /  Face  /  Primers,113,6
http://www.belk.com/AST/Main/Belk_Primary/Women_Plus/Featured_Shop/Resort.jsp,Resort,Shop  /  Women  /  Women's Plus  /  Resort,112,6
http://www.belk.com/AST/Main/Belk_Primary/Kids/Shop/Babies/Boys/Sportsfan.jsp,Sports Fan,Shop  /  Kids  /  Baby Boy (0-24m)  /  Sports Fan,112,6
http://www.belk.com/AST/Main/Belk_Primary/Shoes/Shop/Womens/Flats/Ballet.jsp,Ballet,Shop  /  Shoes  /  Flats  /  Ballet,112,6
http://www.belk.com/AST/Main/Belk_Primary/Women/Shop/Intimates/Bras/HardtoFindSizes.jsp,Hard-to-Find Sizes,"Shop  /  Women  /  Bras, Panties & Lingerie  /  Bras  /  Hard-to-Find Sizes",112,6
http://www.belk.com/AST/Main/Belk_Primary/Men/Shop/Designer/UnderwearSocks/Underwear.jsp,Underwear,Shop  /  Men  /  Designer  /  Underwear & Socks  /  Underwear,112,6
http://www.belk.com/AST/Main/Belk_Primary/Men/Shop/UnderwearSocks/Underwear/Boxer_Briefs.jsp,Boxer Briefs,Shop  /  Men  /  Underwear & Socks  /  Underwear  /  Boxer Briefs,112,6
http://www.belk.com/AST/Main/Belk_Primary/Beauty_And_Fragrance/Shop/Skincare/Moisturizers/With_Sunscreen.jsp,With Sunscreen,Shop  /  Beauty & Fragrance  /  Skincare  /  Moisturizers  /  With Sunscreen,112,6
http://www.belk.com/AST/Main/Belk_Primary/Beauty_And_Fragrance/Featured_Shop/ContemporaryBeauty/Makeup/Brushes.jsp,Brushes,Shop  /  Beauty & Fragrance  /  Contemporary Beauty  /  Makeup  /  Brushes,112,6
http://www.belk.com/AST/Main/Belk_Primary/Women_Plus/Shop/Intimates/Bras/HardtoFindSizes.jsp,Women's Plus,"Shop  /  Women  /  Bras, Panties & Lingerie  /  Bras  /  Hard-to-Find Sizes  /  Women's Plus",112,6
http://www.belk.com/AST/Main/Belk_Primary/Young_Mens/Shop/UnderwearSocks/Underwear/BoxerBriefs.jsp,Boxer Briefs,Shop  /  Men  /  Young Men's  /  Underwear & Socks  /  Underwear  /  Boxer Briefs,112,6
http://www.belk.com/AST/Main/Belk_Primary/Handbags_And_Accessories/Shop/Accessories/Belts.jsp,Belts,Shop  /  Handbags & Accessories  /  Belts,111,6
http://www.belk.com/AST/Main/Belk_Primary/Jewelry_And_Watches/Shop/FineJewelry/Birthstones/Opal.jsp,Opal,Shop  /  Jewelry & Watches  /  Birthstones  /  Opal,111,6
http://www.belk.com/AST/Main/Belk_Primary/Men/Shop/DressShirts/Patterned/CheckPlaid.jsp,Check & Plaid,Shop  /  Men  /  Dress Shirts  /  Patterned  /  Check & Plaid,111,6
http://www.belk.com/AST/Main/Belk_Primary/Young_Mens/Shop/SportsFan/NCAA/HoodiesFleece.jsp,Hoodies & Fleece,Shop  /  Men  /  Young Men's  /  Sports Fan  /  NCAA  /  Hoodies & Fleece,111,6
http://www.belk.com/AST/Main/Belk_Primary/Big_Tall/Shop/Designer.jsp,Big & Tall,Shop  /  Men  /  Designer  /  Big & Tall,110,6
http://www.belk.com/AST/Main/Belk_Primary/Men/Featured_Shop/ModernMan/SocksUnderwear.jsp,Socks & Underwear,Shop  /  Men  /  Modern Man  /  Socks & Underwear,110,6
http://www.belk.com/AST/Main/Belk_Primary/Juniors/Featured_Shop/Trends/Young_American.jsp,Young American,Shop  /  Juniors  /  Trends  /  Young American,110,6
http://www.belk.com/AST/Main/Belk_Primary/Jewelry_And_Watches/Shop/FineJewelry/Rings/EngagementWedding/Engagement.jsp,Engagement,Shop  /  Jewelry & Watches  /  Rings  /  Engagement & Wedding  /  Engagement,110,6
http://www.belk.com/AST/Main/Belk_Primary/Kids/Shop/Babies/Girls/Sportsfan.jsp,Sports Fan,Shop  /  Kids  /  Baby Girls (0-24m)  /  Sports Fan,109,6
http://www.belk.com/AST/Main/Belk_Primary/Jewelry_And_Watches/Shop/FineJewelry/WeddingAnniversary/Engagement.jsp,Engagement,Shop  /  Jewelry & Watches  /  Wedding & Anniversary  /  Engagement,109,6
http://www.belk.com/AST/Main/Belk_Primary/Women/Shop/Intimates/Bras/Underwire.jsp,Underwire,"Shop  /  Women  /  Bras, Panties & Lingerie  /  Bras  /  Underwire",109,6
http://www.belk.com/AST/Main/Belk_Primary/For_the_Home/Shop/Kitchen/CookwareMore/SaucePans.jsp,Saucepans & Sauciers,Shop  /  For the Home  /  Kitchen  /  Cookware  /  Saucepans & Sauciers,109,6
http://www.belk.com/AST/Main/Belk_Primary/Beauty_And_Fragrance/Shop/Mens/Skincare.jsp,Skincare,Shop  /  Men  /  Big & Tall  /  Skincare,108,6
http://www.belk.com/AST/Main/Belk_Primary/Shoes/Shop/Juniors/AthleticsSneakers/Fashion.jsp,Fashion,Shop  /  Shoes  /  Athletics & Sneakers  /  Fashion,108,6
http://www.belk.com/AST/Main/Belk_Primary/Women_Plus/Shop/Dresses/Wear_to_Work.jsp,Women's Plus,Shop  /  Women  /  Dresses  /  Work  /  Women's Plus,108,6
http://www.belk.com/AST/Main/Belk_Primary/Men/Shop/Accessories/Jewelry/TieBars.jsp,Tie Bars,Shop  /  Men  /  Accessories  /  Jewelry & Cuff Links  /  Tie Bars,108,6
http://www.belk.com/AST/Main/Belk_Primary/Men/Shop/SportsFan/NCAA/TShirts.jsp,T Shirts,Shop  /  Men  /  Sports Fan  /  NCAA  /  T Shirts,108,6
http://www.belk.com/AST/Main/Belk_Primary/Kids/Shop/Toys/ShopbyAge/02Years.jsp,0 - 2 Years,Shop  /  Kids  /  Toys & Games  /  Shop by Age  /  0 - 2 Years,108,6
http://www.belk.com/AST/Main/Belk_Primary/For_the_Home/Shop/Dining_Entertaining/Serveware/SpecialtyServeware.jsp,Specialty Serveware,Shop  /  For the Home  /  Dining & Entertaining  /  Serveware  /  Specialty Serveware,108,6
http://www.belk.com/AST/Main/Belk_Primary/Young_Mens/Shop/SportsFan/NCAA/TShirts.jsp,T Shirts,Shop  /  Men  /  Young Men's  /  Sports Fan  /  NCAA  /  T Shirts,108,6
http://www.belk.com/AST/Main/Belk_Primary/Shoes/Shop/Womens/Outdoors.jsp,Outdoors,Shop  /  Shoes  /  Outdoors,107,6
http://www.belk.com/AST/Main/Belk_Primary/Shoes/Shop/Womens/Comfort/Wedges.jsp,Wedges,Shop  /  Shoes  /  Comfort  /  Wedges,107,6
http://www.belk.com/AST/Main/Belk_Primary/Shoes/Featured_Shop/OutdoorShop/Womens.jsp,Women's,Shop  /  Shoes  /  Outdoor Shoes  /  Women's,107,6
http://www.belk.com/AST/Main/Belk_Primary/Women/Shop/Intimates/Panties/Hipster.jsp,Hipster,"Shop  /  Women  /  Bras, Panties & Lingerie  /  Panties  /  Hipster",107,6
http://www.belk.com/AST/Main/Belk_Primary/Kids/Shop/Girls/Girls716/TopsTees/ShortSleeve.jsp,Short sleeve,Shop  /  Kids  /  Girls (7-16)  /  Tops & Tees  /  Short sleeve,107,6
http://www.belk.com/AST/Main/Belk_Primary/Kids/Featured_Shop/Cold_Weather_Shop/Boys/Boys820.jsp,Boys 8-20,Shop  /  Kids  /  Cold Weather Shop  /  Boys  /  Boys 8-20,107,6
http://www.belk.com/AST/Main/Belk_Primary/For_the_Home/Featured_Shop/ApartmentLiving/FortheHome/OrganizationStorage/KitchenOrganization.jsp,Kitchen Organization,Shop  /  Bed & Bath  /  Apartment Living  /  For the Home  /  Organization & Storage  /  Kitchen Organization,107,6
http://www.belk.com/AST/Main/Belk_Primary/For_the_Home/Shop/Dining_Entertaining/Drinkware/Barware_Specialty_Drinkware/BarToolsAccessories.jsp,Bar & Wine Accessories,Shop  /  For the Home  /  Dining & Entertaining  /  Drinkware  /  Bar & Wine  /  Bar & Wine Accessories,107,6
http://www.belk.com/AST/Main/Belk_Primary/Big_Tall/Shop/CasualShirts.jsp,Casual Shirts,Shop  /  Men  /  Big & Tall  /  Casual Shirts,106,6
http://www.belk.com/AST/Main/Belk_Primary/Women/Shop/Intimates/Panties/Bikini.jsp,Bikini,"Shop  /  Women  /  Bras, Panties & Lingerie  /  Panties  /  Bikini",106,6
http://www.belk.com/AST/Main/Belk_Primary/Big_Tall/Shop/CasualShirts/Button_Front.jsp,Button Front,Shop  /  Men  /  Big & Tall  /  Casual Shirts  /  Button Front,106,6
http://www.belk.com/AST/Main/Belk_Primary/For_the_Home/Shop/WallDecor/InspiringSpaces/Traditional.jsp,Traditional,Shop  /  For the Home  /  Wall Art  /  Inspiring Spaces  /  Traditional,106,6
http://www.belk.com/AST/Main/Belk_Primary/For_the_Home/Featured_Shop/Gifts/WeddingGiftPicks/Under50.jsp,Gifts Under $50,Shop  /  For the Home  /  Gifts  /  Wedding Gift Picks  /  Gifts Under $50,106,6
http://www.belk.com/AST/Main/Belk_Primary/For_the_Home/Shop/HomeDecor/WallDecor/InspiringSpaces/Traditional.jsp,Traditional,Shop  /  For the Home  /  Home Decor  /  Wall Art  /  Inspiring Spaces  /  Traditional,106,6
http://www.belk.com/AST/Main/Belk_Primary/Shoes/Shop/Womens/Designer/FlatsLoafers.jsp,Flats & Loafers,Shop  /  Shoes  /  Designer  /  Flats & Loafers,105,6
http://www.belk.com/AST/Main/Belk_Primary/BedBath/Shop/Bed/DesignerBedding/Modern.jsp,Modern,Shop  /  Bed & Bath  /  Designer Bedding  /  Modern,105,6
http://www.belk.com/AST/Main/Belk_Primary/BedBath/Shop/BeddingBasics/Sheets/200tc300tc.jsp,Up to 399tc,Shop  /  Bed & Bath  /  Sheets  /  Up to 399tc,105,6
http://www.belk.com/AST/Main/Belk_Primary/Jewelry_And_Watches/Featured_Shop/GiftGuide/FineJewelry.jsp,Fine Jewelry,Shop  /  Jewelry & Watches  /  The Gift of Style  /  Fine Jewelry,104,6
http://www.belk.com/AST/Main/Belk_Primary/For_the_Home/Shop/Dining_Entertaining/Drinkware/Fine_Stemware.jsp,Stemware,Shop  /  For the Home  /  Dining & Entertaining  /  Drinkware  /  Stemware,104,6
http://www.belk.com/AST/Main/Belk_Primary/For_the_Home/Shop/HomeDecor/WindowTreatments/CurtainsDrapes/Patterned.jsp,Patterned,Shop  /  For the Home  /  Home Decor  /  Window Treatments  /  Curtains & Drapes  /  Patterned,104,6
http://www.belk.com/AST/Main/Belk_Primary/Shoes/Shop/Mens/Designer/SlipOnsLoafers.jsp,Loafers & Slip-Ons,Shop  /  Shoes  /  Designer  /  Loafers & Slip-Ons,103,6
http://www.belk.com/AST/Main/Belk_Primary/Jewelry_And_Watches/Shop/FineJewelry/Birthstones/Citrine.jsp,Citrine,Shop  /  Jewelry & Watches  /  Birthstones  /  Citrine,103,6
http://www.belk.com/AST/Main/Belk_Primary/Men/Shop/DressShirts/ShopbyCollar/ButtonDown.jsp,Button Down,Shop  /  Men  /  Dress Shirts  /  Shop by Collar  /  Button Down,103,6
http://www.belk.com/AST/Main/Belk_Primary/Jewelry_And_Watches/Featured_Shop/BrideBridalParty/FortheBride/Bracelets.jsp,Bracelets,Shop  /  Jewelry & Watches  /  Wedding Jewelry  /  For the Bride  /  Bracelets,103,6
http://www.belk.com/AST/Main/Belk_Primary/Young_Mens/Shop/SportsFan/MLB/Accessories.jsp,Accessories,Shop  /  Men  /  Young Men's  /  Sports Fan  /  MLB  /  Accessories,103,6
http://www.belk.com/AST/Main/Belk_Primary/Kids/Shop/Boys/ToddlerBoy/Active.jsp,Activewear,Shop  /  Kids  /  Toddler (2T-4T)  /  Activewear,102,6
http://www.belk.com/AST/Main/Belk_Primary/Young_Mens/Shop/DressShirts/WrinkleFree.jsp,Wrinkle Free,Shop  /  Men  /  Young Men's  /  Dress Shirts  /  Wrinkle Free,102,6
http://www.belk.com/AST/Main/Belk_Primary/Men/Shop/DressShirts/ShopbyFit.jsp,Shop by Fit,Shop  /  Men  /  Dress Shirts  /  Shop by Fit,101,6
http://www.belk.com/AST/Main/Belk_Primary/Men/Featured_Shop/ColdWeatherShop/Sweaters.jsp,Sweaters,Shop  /  Men  /  Cold Weather Shop  /  Sweaters,101,6
http://www.belk.com/AST/Main/Belk_Primary/Beauty_And_Fragrance/Shop/Skincare/Exfoliators.jsp,Exfoliators,Shop  /  Beauty & Fragrance  /  Skincare  /  Exfoliators,101,6
http://www.belk.com/AST/Main/Belk_Primary/Handbags_And_Accessories/Shop/Luggage/LightweightLuggage.jsp,Lightweight,Shop  /  Handbags & Accessories  /  Luggage  /  Lightweight,101,6
http://www.belk.com/AST/Main/Belk_Primary/For_the_Home/Shop/Luggage/LightweightLuggage.jsp,Lightweight Luggage,Shop  /  For the Home  /  Luggage  /  Lightweight Luggage,101,6
http://www.belk.com/AST/Main/Belk_Primary/For_the_Home/Featured_Shop/CoutureTabletop/VIETRI.jsp,VIETRI,Shop  /  For the Home  /  Designer Tabletop  /  VIETRI,101,6
http://www.belk.com/AST/Main/Belk_Primary/Petites/Shop/Pants/Straight.jsp,Petites,Shop  /  Women  /  Pants  /  Straight  /  Petites,101,6
http://www.belk.com/AST/Main/Belk_Primary/Men/Shop/Accessories/Jewelry/MoneyClips.jsp,Money Clips,Shop  /  Men  /  Accessories  /  Jewelry & Cuff Links  /  Money Clips,101,6
http://www.belk.com/AST/Main/Belk_Primary/Men/Shop/Pants/Dress/Flat_Front.jsp,Flat Front,Shop  /  Men  /  Pants  /  Dress  /  Flat Front,101,6
http://www.belk.com/AST/Main/Belk_Primary/Young_Mens/Shop/SuitsSportCoats/SportcoatsVest.jsp,Sport Coats & Blazers,Shop  /  Men  /  Young Men's  /  Suits & Sport Coats  /  Sport Coats & Blazers,101,6
http://www.belk.com/AST/Main/Belk_Primary/Beauty_And_Fragrance/Shop/Beauty/Face/Illuminators.jsp,Illuminators,Shop  /  Beauty & Fragrance  /  Makeup  /  Face  /  Illuminators,101,6
http://www.belk.com/AST/Main/Belk_Primary/Beauty_And_Fragrance/Shop/Beauty/Face/Powder.jsp,Powders,Shop  /  Beauty & Fragrance  /  Makeup  /  Face  /  Powders,101,6
http://www.belk.com/AST/Main/Belk_Primary/BedBath/Featured_Shop/SportsFan/NFL/Drinkware.jsp,Drinkware,Shop  /  Bed & Bath  /  Sports Fan  /  NFL  /  Drinkware,101,6
http://www.belk.com/AST/Main/Belk_Primary/For_the_Home/Shop/SportsFan/NFL/Drinkware.jsp,Drinkware,Shop  /  For the Home  /  Sports Fan  /  NFL  /  Drinkware,101,6
http://www.belk.com/AST/Main/Belk_Primary/BedBath/Featured_Shop/Gifts/FortheSportsFan/NFL/Drinkware.jsp,Drinkware,Shop  /  Bed & Bath  /  Gifts for All  /  For the Sports Fan  /  NFL  /  Drinkware,101,6
http://www.belk.com/AST/Main/Belk_Primary/Men/Shop/SuitsSportCoats/Suits.jsp,Suits,Shop  /  Men  /  Suits & Sport Coats  /  Suits,100,5
http://www.belk.com/AST/Main/Belk_Primary/Women/Shop/Swimwear/SwimsuitTops/Tankini.jsp,Tankini,Shop  /  Women  /  Swimwear  /  Swimsuit Tops  /  Tankini,100,5
http://www.belk.com/AST/Main/Belk_Primary/Women_Plus/Shop/Tops_Tees/Tunics.jsp,Women's Plus,Shop  /  Women  /  Tops  /  Tunics  /  Women's Plus,100,5
http://www.belk.com/AST/Main/Belk_Primary/Women_Plus/Featured_Shop/Trends/DenimLifestyle.jsp,Denim Lifestyle,Shop  /  Women  /  Women's Plus  /  Trends-the EDIT  /  Denim Lifestyle,100,5
http://www.belk.com/AST/Main/Belk_Primary/Men/Shop/Accessories/Jewelry/Bracelets.jsp,Bracelets,Shop  /  Men  /  Accessories  /  Jewelry & Cuff Links  /  Bracelets,100,5
http://www.belk.com/AST/Main/Belk_Primary/Shoes/Shop/Kids/Girls/Youth/Boots.jsp,Boots,Shop  /  Shoes  /  Girls  /  Youth  /  Boots,100,5
http://www.belk.com/AST/Main/Belk_Primary/For_the_Home/Shop/Dining_Entertaining/Drinkware/Casual_Drinkware.jsp,Everyday Drinkware,Shop  /  For the Home  /  Dining & Entertaining  /  Drinkware  /  Everyday Drinkware,100,5
http://www.belk.com/AST/Main/Belk_Primary/For_the_Home/Shop/HomeDecor/CandlesHomeFragrance/Candles.jsp,Candles,Shop  /  For the Home  /  Home Decor  /  Candles & Home Fragrance  /  Candles,100,5
http://www.belk.com/AST/Main/Belk_Primary/Handbags_And_Accessories/Featured_Shop/YoungContemporary.jsp,Young Contemporary,Shop  /  Handbags & Accessories  /  Young Contemporary,99,5
http://www.belk.com/AST/Main/Belk_Primary/Jewelry_And_Watches/Shop/FashionJewelry/CompleteLooks.jsp,Complete Looks,Shop  /  Jewelry & Watches  /  Complete Looks,99,5
http://www.belk.com/AST/Main/Belk_Primary/Shoes/Shop/Womens/Designer/Wedges.jsp,Wedges,Shop  /  Shoes  /  Designer  /  Wedges,99,5
http://www.belk.com/AST/Main/Belk_Primary/Jewelry_And_Watches/Shop/FashionJewelry/Bracelets/Chain.jsp,Chain,Shop  /  Jewelry & Watches  /  Bracelets  /  Chain,99,5
http://www.belk.com/AST/Main/Belk_Primary/For_the_Home/Shop/Dining_Entertaining/Serveware/CheeseBoards.jsp,Cheese Boards,Shop  /  For the Home  /  Dining & Entertaining  /  Serveware  /  Cheese Boards,99,5
http://www.belk.com/AST/Main/Belk_Primary/For_the_Home/Shop/Kitchen/CookwareMore/Sets/StainlessSteel.jsp,Stainless Steel,Shop  /  For the Home  /  Kitchen  /  Cookware  /  Cookware Sets  /  Stainless Steel,99,5
http://www.belk.com/AST/Main/Belk_Primary/Jewelry_And_Watches/Shop/Watches/Womens/Smart_Watches.jsp,Smart,Shop  /  Women  /  Watches  /  Smart,98,5
http://www.belk.com/AST/Main/Belk_Primary/Men/Shop/Tees/Active.jsp,Active,Shop  /  Men  /  T-Shirts  /  Active,98,5
http://www.belk.com/AST/Main/Belk_Primary/Kids/Featured_Shop/Trends_Shop/Girls_716.jsp,Girls 7-16,Shop  /  Kids  /  Trends Shop  /  Girls 7-16,98,5
